0	0	0.5	0.418182	0.139394	0.438596	1.64269	1.53049
1	0	0.76	0.745455	0.387879	0.736842	1.326	1.13697
2	0	0.62	0.763636	0.642424	0.736842	1.12044	1.3553
3	0	0.58	0.436364	0.648485	0.45614	1.08755	0.935233
4	0	0.72	0.745455	0.648485	0.736842	0.980631	1.05252
5	0	0.8	0.818182	0.666667	0.77193	0.885351	0.97317
6	0	0.8	0.818182	0.793939	0.77193	0.801341	0.883052
7	0	0.78	0.872727	0.836364	0.807018	0.733423	0.814303
8	0	0.76	0.854545	0.848485	0.736842	0.683608	0.737053
9	0	0.72	0.854545	0.860606	0.736842	0.634971	0.799792
10	0	0.88	0.854545	0.854545	0.736842	0.600404	0.503486
11	0	0.9	0.872727	0.860606	0.736842	0.566697	0.435433
12	0	0.86	0.872727	0.866667	0.754386	0.533276	0.533948
13	0	0.84	0.927273	0.890909	0.824561	0.504926	0.587825
14	0	0.88	0.927273	0.909091	0.824561	0.476514	0.519358
15	0	0.9	0.927273	0.927273	0.824561	0.456529	0.393731
16	0	0.9	0.927273	0.927273	0.842105	0.442781	0.480958
17	0	0.92	0.927273	0.927273	0.824561	0.425674	0.363928
18	0	0.94	0.945455	0.933333	0.842105	0.402448	0.31119
19	0	0.88	0.945455	0.939394	0.842105	0.393373	0.411354
20	0	0.92	0.945455	0.945455	0.842105	0.371531	0.375939
21	0	0.94	0.945455	0.945455	0.842105	0.352079	0.376512
22	0	0.96	0.945455	0.945455	0.842105	0.342546	0.274988
23	0	0.88	0.945455	0.945455	0.842105	0.330627	0.380736
24	0	0.88	0.945455	0.945455	0.877193	0.32359	0.347098
25	0	0.92	0.945455	0.945455	0.842105	0.303562	0.306475
26	0	0.96	0.945455	0.945455	0.894737	0.296327	0.233219
27	0	0.98	0.945455	0.945455	0.894737	0.283623	0.197592
28	0	0.96	0.945455	0.945455	0.894737	0.278856	0.224406
29	0	0.98	0.945455	0.945455	0.964912	0.264838	0.181503
30	0	0.92	0.945455	0.945455	0.912281	0.263282	0.267357
31	0	1	0.945455	0.945455	0.912281	0.258851	0.171198
32	0	0.96	0.945455	0.945455	0.912281	0.249389	0.176945
33	0	0.92	0.963636	0.951515	0.982456	0.233354	0.263979
34	0	0.94	0.963636	0.957576	0.982456	0.233018	0.260954
35	0	0.96	0.945455	0.957576	0.982456	0.233014	0.241839
36	0	0.94	0.963636	0.957576	0.982456	0.218998	0.240011
37	0	0.96	0.963636	0.957576	0.982456	0.212789	0.235666
